67217,1
46123,1
8811,1
66016,1
72879,1
72503,1
69977,1
40058,1
70290,1
31619,1
8872,1
28426,1
51522,1
47037,1
15501,1
45248,1
66733,1
44246,1
64282,1
554,1
19817,1
9145,1
7485,1
6506,1
10678,0
64202,1
51183,1
29809,1
44591,1
60154,1
41026,1
20621,1
60604,1
61504,1
3606,1
20032,1
63249,1
21238,1
30564,1
3390,1
75621,1
45500,1
70584,1
10449,0
48990,1
24597,1
43009,1
69509,1
12720,1
38753,1
15829,1
68869,1
59666,1
30952,1
64697,1
12873,1
79477,1
75487,1
65590,1
72950,1
42766,1
37017,1
62428,1
54539,1
10554,1
38744,1
10172,1
41766,1
76868,1
5894,1
14191,1
13436,1
75289,1
67260,1
30507,1
49551,1
5445,1
4536,1
11471,1
75908,0
24562,1
44319,1
10785,1
9951,0
77734,1
4262,1
33655,1
74351,1
60658,1
25856,1
72089,1
1858,1
12115,1
36692,1
75162,1
76376,1
18277,1
33494,1
48421,1
54166,1
4403,1
67901,1
50907,1
62379,1
33972,1
35761,1
61592,1
53793,1
29520,1
58085,1
20626,1
6481,1
61561,1
43666,1
45006,1
51139,1
76144,1
76739,0
46363,1
11056,1
1572,1
8199,1
47711,0
24247,1
70795,1
68061,1
65075,1
429,1
50886,1
46642,1
28493,1
51648,1
4362,1
16064,1
30372,1
10187,1
21333,1
6936,1
67215,1
18141,1
40754,1
23610,1
72162,1
4153,1
76976,1
52153,1
735,1
18490,1
10471,0
32303,1
1808,1
21416,1
51044,1
58101,0
51038,1
12894,1
35998,1
11304,1
24596,1
52249,1
75616,1
1647,1
31412,1
16727,1
23068,1
73375,1
60554,1
21251,1
51017,1
73316,1
59050,1
59731,1
71996,1
44351,1
17813,1
31098,1
65196,1
9001,1
30833,1
16717,1
54665,1
73729,1
47939,1
2343,1
23566,0
79540,0
10623,1
39880,1
26802,1
68433,1
35931,1
55530,1
74695,0
997,0
69125,1
60932,0
26878,1
62644,1
34938,1
7972,1
65004,1
25739,1
62307,0
54531,1
62414,1
60240,1
23139,1
59711,1
57988,1
42196,1
39605,1
70406,1
66927,1
14753,1
78098,1
62264,1
17367,1
56555,1
57785,1
39308,1
69664,1
35432,1
35868,1
55155,1
69097,1
28802,1
4495,1
4145,1
73583,1
15740,1
29469,1
29430,1
68307,1
29840,1
37866,1
53721,1
53966,1
55481,1
5993,1
11669,1
25362,1
20986,1
29115,1
5373,1
19783,1
9207,1
17879,1
58091,1
16985,1
73242,1
7938,1
62666,1
41319,1
11010,1
42640,1
5737,1
18812,1
79296,1
53690,1
54565,1
53110,1
37121,1
56563,1
19291,1
7738,1
35591,1
41436,0
3802,1
10056,1
65555,1
37714,1
17296,1
36198,1
19739,1
50074,1
61099,1
35773,1
16643,1
55299,1
6692,1
57225,1
44067,1
45221,1
6279,1
4611,1
53722,1
74702,1
62742,1
13269,1
65748,0
51993,1
25941,1
66242,1
71106,1
43773,1
40632,1
63204,1
79436,1
17127,1
26128,1
38453,1
27987,1
52119,1
59638,1
66470,1
67987,1
11537,1
66848,1
21204,1
35041,1
45000,1
389,1
59232,1
5078,1
42346,1
69859,1
41286,1
7386,1
121,1
77476,1
9513,1
36539,1
61526,1
19308,1
51975,1
21076,1
73201,1
40856,1
46800,1
47756,1
54316,1
15918,1
64625,1
35680,1
21011,1
25048,1
46443,1
31320,1
51878,1
54657,1
77203,1
62824,1
13953,0
47940,0
39058,1
62024,1
36115,1
77857,1
21976,1
9339,0
17853,1
36203,1
33554,1
20264,1
12289,1
15664,1
57277,1
57642,1
50477,1
42821,1
57516,1
10067,1
36219,0
30636,1
9772,1
18167,1
6324,1
52981,1
49955,1
43017,1
15052,1
35787,1
9224,1
56426,1
48856,1
16460,1
32401,1
50191,1
56271,1
16397,1
78753,1
5243,1
14871,1
29406,1
71920,1
58657,1
66181,1
74355,1
37726,1
71875,1
41109,1
2155,1
48557,1
43906,1
14953,1
25929,1
71682,0
18914,1
8209,1
77207,1
10009,1
40818,1
1012,1
74290,1
21541,1
17765,1
70731,1
67216,0
